27/11:11:35:586,-0.9886627,-0.02696228,12.155594
27/11:11:35:595,-0.96842957,-0.004348755,12.200821
27/11:11:35:597,-0.9898529,-0.011489868,12.177017
27/11:11:35:600,-0.98509216,-0.02458191,12.1532135
27/11:11:35:604,-1.002945,-0.029342651,12.182968
27/11:11:35:607,-0.97795105,-0.006729126,12.187729
27/11:11:35:611,-0.9755707,-0.017440796,12.231766
27/11:11:35:614,-0.9993744,-0.0079193115,12.2043915
27/11:11:35:617,-0.9755707,0.0075531006,12.229385
27/11:11:35:620,-0.9910431,-0.022201538,12.154404
27/11:11:35:622,-1.0362701,0.013504028,12.2043915
27/11:11:35:624,-0.99342346,-0.022201538,12.218674
27/11:11:35:627,-0.9886627,0.0016021729,12.168686
27/11:11:35:629,-0.97795105,0.0016021729,12.190109
27/11:11:35:631,-0.9981842,-0.0019683838,12.213913
27/11:11:35:634,-0.9470062,-0.021011353,12.211533
27/11:11:35:636,-0.94581604,-0.0079193115,12.161545
27/11:11:35:658,-0.97795105,-0.01625061,12.251999
27/11:11:35:664,-0.9553375,-0.004348755,12.174637
27/11:11:35:666,-0.9565277,-0.028152466,12.237717
27/11:11:35:680,-0.983902,0.027786255,12.162735
27/11:11:35:682,-0.98747253,-0.03767395,12.198441
27/11:11:36:227,-1.0172272,-0.04600525,12.267471
27/11:11:36:230,-1.0207977,0.003982544,12.199631
27/11:11:36:232,-0.98509216,-0.025772095,12.207962
27/11:11:36:235,-0.9910431,-0.029342651,12.181778
27/11:11:36:238,-0.9993744,-0.009109497,12.281754
27/11:11:36:241,-0.996994,-0.0079193115,12.213913
27/11:11:36:243,-0.9672394,-0.012680054,12.19249
27/11:11:36:245,-0.9589081,0.01826477,12.162735
27/11:11:36:247,-1.0017548,0.032546997,12.2365265
27/11:11:36:249,-0.9827118,-7.7819824E-4,12.211533
27/11:11:36:251,-0.9755707,0.014694214,12.227005
27/11:11:36:253,-0.98509216,-0.0079193115,12.230576
27/11:11:36:255,-0.9815216,0.011123657,12.191299
27/11:11:36:256,-0.9743805,0.019454956,12.207962
27/11:11:36:258,-1.010086,-0.036483765,12.191299
27/11:11:36:271,-1.010086,-0.015060425,12.222244
27/11:11:36:276,-0.9886627,-0.022201538,12.1853485
27/11:11:36:285,-1.0255585,-0.011489868,12.216293
27/11:11:36:524,-1.0017548,-0.0031585693,12.263901
27/11:11:36:526,-1.0077057,0.0075531006,12.177017
27/11:11:36:527,-1.0053253,-0.0055389404,12.166306
27/11:11:36:529,-0.96009827,-0.009109497,12.171066
27/11:11:36:531,-0.9636688,-0.034103394,12.206772
27/11:11:36:533,-0.95176697,0.0075531006,12.180588
27/11:11:36:534,-0.96842957,-0.02696228,12.19249
27/11:11:36:538,-0.983902,-0.0079193115,12.25914
27/11:11:36:540,-1.0231781,0.0158844,12.234146
27/11:11:36:541,-0.99580383,-0.010299683,12.184158
27/11:11:36:543,-0.9898529,0.0027923584,12.221054
27/11:11:36:545,-0.98747253,-0.019821167,12.224625
27/11:11:36:546,-0.99342346,-0.028152466,12.191299
27/11:11:36:548,-0.98509216,-0.055526733,12.1532135
27/11:11:36:549,-0.97914124,0.011123657,12.179398
27/11:11:36:567,-0.98509216,-0.029342651,12.211533
27/11:11:36:570,-1.0184174,-0.023391724,12.213913
27/11:11:36:578,-1.0172272,-0.009109497,12.19606
27/11:11:36:589,-0.9755707,-0.011489868,12.19487
27/11:11:36:597,-0.9993744,0.020645142,12.141312
27/11:11:36:608,-0.97795105,-0.01625061,12.199631
27/11:11:36:617,-1.0136566,-0.0079193115,12.276993
27/11:11:36:628,-0.95176697,-0.018630981,12.19368
27/11:11:36:640,-1.0362701,-0.021011353,12.175827
27/11:11:36:647,-0.97795105,0.012313843,12.216293
27/11:11:36:658,-0.9660492,-0.006729126,12.179398
27/11:11:36:667,-0.94462585,0.032546997,12.202011
27/11:11:36:678,-1.0267487,-7.7819824E-4,12.203201
27/11:11:36:690,-0.99580383,-7.7819824E-4,12.205582
27/11:11:36:698,-1.0231781,-7.7819824E-4,12.231766
27/11:11:36:708,-1.0053253,-0.028152466,12.206772
27/11:11:36:718,-0.99342346,-0.009109497,12.142502
27/11:11:36:728,-1.0136566,-0.018630981,12.209152
27/11:11:36:740,-0.94343567,-0.028152466,12.213913
27/11:11:36:748,-1.0017548,0.017074585,12.200821
27/11:11:36:759,-1.0041351,0.020645142,12.221054
27/11:11:36:768,-1.002945,-0.044815063,12.172256
27/11:11:36:779,-0.9743805,-0.0019683838,12.188919
27/11:11:36:791,-0.9827118,-0.011489868,12.232956
27/11:11:36:799,-0.96128845,-0.018630981,12.253189
27/11:11:36:809,-0.9827118,0.009933472,12.174637
27/11:11:36:819,-0.98747253,-0.02458191,12.171066
27/11:11:36:830,-1.010086,-0.010299683,12.178207
27/11:11:36:839,-1.002945,-0.0019683838,12.246048
27/11:11:36:850,-0.9243927,0.013504028,12.216293
27/11:11:36:860,-0.9803314,-0.05076599,12.253189
27/11:11:36:870,-0.9636688,-0.009109497,12.182968
27/11:11:36:880,-1.029129,-0.010299683,12.181778
27/11:11:36:893,-0.9743805,-0.017440796,12.222244
27/11:11:36:900,-0.9755707,0.0158844,12.202011
27/11:11:36:915,-0.99342346,-0.021011353,12.213913
27/11:11:36:921,-0.9898529,0.0016021729,12.248428
27/11:11:36:931,-0.9981842,-0.019821167,12.221054
27/11:11:36:944,-0.9827118,-0.03767395,12.232956
27/11:11:36:951,-1.0207977,-0.004348755,12.171066
27/11:11:36:961,-1.0148468,-0.021011353,12.207962
27/11:11:36:971,-1.0005646,0.033737183,12.2043915
27/11:11:36:981,-0.9505768,-0.034103394,12.177017
27/11:11:36:993,-0.99461365,-0.011489868,12.219864
27/11:11:37:1,-0.9910431,-0.009109497,12.203201
27/11:11:37:12,-0.9672394,-0.015060425,12.222244
27/11:11:37:21,-1.0041351,0.0075531006,12.202011
27/11:11:37:31,-0.9720001,-0.004348755,12.169876
27/11:11:37:44,-0.96961975,-0.041244507,12.25914
27/11:11:37:50,-0.98628235,-0.0055389404,12.172256
27/11:11:37:61,-0.9720001,0.014694214,12.1853485
27/11:11:37:72,-0.9922333,-0.015060425,12.178207
27/11:11:37:81,-1.0077057,-0.022201538,12.232956
27/11:11:37:92,-1.0065155,-0.017440796,12.171066
27/11:11:37:101,-0.9755707,0.044448853,12.137741
27/11:11:37:111,-0.97676086,-0.0031585693,12.184158
27/11:11:37:121,-0.99461365,-0.025772095,12.160355
27/11:11:37:131,-0.99580383,-0.004348755,12.186539
27/11:11:37:143,-0.95414734,-0.038864136,12.190109
27/11:11:37:151,-0.964859,-0.004348755,12.26152
27/11:11:37:162,-0.9981842,-0.0079193115,12.26033
27/11:11:37:171,-1.0112762,-0.02458191,12.211533
27/11:11:37:182,-0.97914124,-7.7819824E-4,12.19368
27/11:11:37:193,-0.9803314,0.019454956,12.141312
27/11:11:37:202,-0.98628235,-0.04005432,12.206772
27/11:11:37:212,-1.0207977,-0.015060425,12.231766
27/11:11:37:226,-0.96961975,-0.06504822,12.206772
27/11:11:37:232,-1.0148468,0.023025513,12.177017
27/11:11:37:243,-1.010086,0.013504028,12.138931
27/11:11:37:252,-0.98509216,-0.006729126,12.221054
27/11:11:37:263,-1.0005646,0.012313843,12.234146
27/11:11:37:276,-0.9886627,-0.042434692,12.160355
27/11:11:37:282,-0.98509216,-0.017440796,12.2043915
27/11:11:37:300,-0.99580383,0.014694214,12.165115
27/11:11:37:303,-0.96842957,-0.043624878,12.205582
27/11:11:37:313,-0.9993744,0.013504028,12.178207
27/11:11:37:331,-0.9720001,0.0051727295,12.241287
27/11:11:37:334,-1.0017548,-0.019821167,12.221054
27/11:11:37:343,-0.99342346,-0.011489868,12.172256
27/11:11:37:352,-1.029129,0.040878296,12.228195
27/11:11:37:363,-0.97676086,-0.006729126,12.135361
27/11:11:37:375,-1.0338898,0.012313843,12.184158
27/11:11:37:383,-0.97795105,-0.05909729,12.159164
27/11:11:37:393,-0.95414734,-0.013870239,12.203201
27/11:11:37:403,-0.9731903,-0.03529358,12.216293
27/11:11:37:413,-0.983902,-0.02696228,12.218674
27/11:11:37:426,-0.97676086,-0.013870239,12.1853485
27/11:11:37:433,-0.9886627,-0.015060425,12.224625
27/11:11:37:444,-0.97676086,0.012313843,12.19606
27/11:11:37:453,-0.99342346,0.003982544,12.276993
27/11:11:37:464,-1.0088959,-0.006729126,12.200821
27/11:11:37:477,-0.996994,-0.0019683838,12.141312
27/11:11:37:484,-0.9886627,-0.049575806,12.218674
27/11:11:37:495,-1.0005646,0.003982544,12.174637
27/11:11:37:506,-1.0148468,-0.0019683838,12.179398
27/11:11:37:514,-0.9922333,-0.010299683,12.163925
27/11:11:37:528,-0.99342346,0.024215698,12.206772
27/11:11:37:534,-1.0077057,-0.04005432,12.203201
27/11:11:37:545,-1.0041351,-0.06266785,12.184158
27/11:11:37:554,-0.98628235,0.009933472,12.211533
27/11:11:37:565,-0.99461365,0.0016021729,12.175827
27/11:11:37:577,-0.9660492,-0.009109497,12.166306
27/11:11:37:584,-1.0088959,0.0016021729,12.167496
27/11:11:37:595,-1.029129,0.009933472,12.156784
27/11:11:37:606,-0.97914124,-7.7819824E-4,12.169876
27/11:11:37:615,-0.99580383,-0.0055389404,12.19487
27/11:11:37:625,-1.0446014,-0.049575806,12.172256
27/11:11:37:635,-0.96247864,-0.0031585693,12.235336
27/11:11:37:645,-1.010086,-0.023391724,12.2365265
27/11:11:37:655,-1.0041351,-0.02458191,12.156784
27/11:11:37:665,-0.97080994,-0.0055389404,12.141312
27/11:11:37:676,-1.0517426,-0.041244507,12.086563
27/11:11:37:685,-0.98509216,0.017074585,12.118698
27/11:11:37:695,-1.0326996,-0.0019683838,12.157974
27/11:11:37:706,-0.98628235,0.03730774,12.124649
27/11:11:37:716,-0.95176697,-7.7819824E-4,12.206772
27/11:11:37:725,-0.9803314,-0.013870239,12.273422
27/11:11:37:735,-1.0017548,-0.0079193115,12.246048
27/11:11:37:750,-0.9577179,0.020645142,12.296036
27/11:11:37:755,-0.9577179,-0.006729126,12.338882
27/11:11:37:765,-0.9267731,0.045639038,12.3007965
27/11:11:37:775,-0.9315338,0.0016021729,12.273422
27/11:11:37:785,-0.96247864,0.019454956,12.213913
27/11:11:37:795,-0.97676086,-0.021011353,12.092514
27/11:11:37:809,-0.9743805,0.0027923584,11.944931
27/11:11:37:815,-1.0231781,0.044448853,12.043716
27/11:11:37:826,-0.9589081,0.02659607,12.347214
27/11:11:37:836,-0.9565277,-0.028152466,12.286514
27/11:11:37:857,-0.9922333,0.020645142,11.99968
27/11:11:37:860,-0.9470062,-0.0055389404,12.19606
27/11:11:37:876,-0.97914124,-0.02458191,12.273422
27/11:11:37:878,-0.9755707,4.119873E-4,12.228195
27/11:11:37:886,-0.95295715,-0.0019683838,12.123459
27/11:11:37:910,-0.983902,0.003982544,12.167496
27/11:11:37:912,-0.98747253,0.012313843,12.216293
27/11:11:37:916,-0.983902,-0.025772095,12.177017
27/11:11:37:927,-0.9731903,0.017074585,12.178207
27/11:11:37:936,-0.97080994,-0.009109497,12.26152
27/11:11:37:947,-0.9743805,0.008743286,12.198441
27/11:11:37:959,-0.9886627,-0.013870239,12.202011
27/11:11:37:967,-0.9922333,0.025405884,12.188919
27/11:11:37:978,-0.97795105,4.119873E-4,12.188919
27/11:11:37:987,-0.98628235,0.011123657,12.202011
27/11:11:37:998,-0.97914124,0.0016021729,12.165115
27/11:11:38:11,-0.98509216,0.02659607,12.216293
27/11:11:38:18,-0.9636688,0.011123657,12.265091
27/11:11:38:28,-0.96009827,-7.7819824E-4,12.198441
27/11:11:38:39,-0.9720001,-7.7819824E-4,12.173447
27/11:11:38:49,-0.98747253,-0.0055389404,12.162735
27/11:11:38:61,-0.9660492,0.0075531006,12.172256
27/11:11:38:68,-0.97676086,-7.7819824E-4,12.198441
27/11:11:38:78,-1.0053253,0.045639038,12.1853485
27/11:11:38:88,-0.996994,-0.02458191,12.162735
27/11:11:38:101,-0.95176697,-0.02458191,12.172256
27/11:11:38:110,-0.9827118,0.0075531006,12.188919
27/11:11:38:118,-1.0053253,0.055160522,12.206772
27/11:11:38:129,-0.9577179,0.024215698,12.160355
27/11:11:38:138,-0.96961975,0.0158844,12.202011
27/11:11:38:149,-0.9803314,0.03492737,12.216293
27/11:11:38:160,-0.964859,-0.0019683838,12.190109
27/11:11:38:169,-0.96009827,-0.015060425,12.184158
27/11:11:38:179,-0.9827118,0.012313843,12.205582
27/11:11:38:189,-0.99342346,-0.018630981,12.143692
27/11:11:38:199,-0.97914124,0.020645142,12.231766
27/11:11:38:209,-0.9565277,-0.010299683,12.138931
27/11:11:38:219,-0.96009827,0.012313843,12.234146
27/11:11:38:229,-0.99461365,-0.004348755,12.203201
27/11:11:38:239,-0.9636688,0.0016021729,12.246048
27/11:11:38:250,-0.96842957,-0.006729126,12.191299
27/11:11:38:260,-0.9672394,-0.02458191,12.198441
27/11:11:38:269,-1.0041351,0.024215698,12.124649
27/11:11:38:280,-0.9827118,0.019454956,12.254379
27/11:11:38:293,-0.96009827,-0.018630981,12.227005
27/11:11:38:299,-0.932724,-0.029342651,12.1853485
27/11:11:38:310,-0.9815216,0.027786255,12.218674
27/11:11:38:320,-0.97914124,-0.0031585693,12.206772
27/11:11:38:330,-0.98628235,0.006362915,12.1853485
27/11:11:38:343,-0.98747253,-0.028152466,12.19368
27/11:11:38:350,-0.95414734,0.014694214,12.140121
27/11:11:38:362,-0.9672394,-0.01625061,12.227005
27/11:11:38:370,-0.97914124,0.03730774,12.1853485
27/11:11:38:382,-0.9815216,-0.02696228,12.2174835
27/11:11:38:393,-1.016037,0.021835327,12.224625
27/11:11:38:400,-0.9339142,0.020645142,12.2043915
27/11:11:38:420,-0.97080994,0.05278015,12.161545
27/11:11:38:423,-0.94581604,-0.023391724,12.167496
27/11:11:38:431,-0.9636688,-0.013870239,12.227005
27/11:11:38:443,-0.9493866,0.009933472,12.232956
27/11:11:38:451,-0.97080994,0.009933472,12.140121
27/11:11:38:461,-0.96128845,-0.036483765,12.1853485
27/11:11:38:471,-0.9315338,-0.025772095,12.211533
27/11:11:38:481,-0.9755707,-7.7819824E-4,12.210342
27/11:11:38:493,-0.99580383,-0.0019683838,12.167496
27/11:11:38:501,-0.9910431,0.038497925,12.198441
27/11:11:38:511,-0.93510437,-0.0019683838,12.19606
27/11:11:38:521,-0.9993744,-0.021011353,12.202011
27/11:11:38:532,-1.0184174,-0.015060425,12.1306
27/11:11:38:544,-0.98509216,-0.004348755,12.166306
27/11:11:38:551,-1.0207977,-0.004348755,12.210342
27/11:11:38:562,-0.98628235,-0.02458191,12.181778
27/11:11:38:572,-0.9660492,-0.013870239,12.198441
27/11:11:38:582,-0.97795105,0.0051727295,12.206772
27/11:11:38:594,-0.9672394,-0.0019683838,12.169876
27/11:11:38:602,-0.9577179,0.0051727295,12.172256
27/11:11:38:613,-1.0124664,-0.009109497,12.205582
27/11:11:38:622,-0.9589081,0.0027923584,12.159164
27/11:11:38:632,-0.9589081,0.030166626,12.213913
27/11:11:38:643,-0.95414734,-0.009109497,12.198441
27/11:11:38:652,-0.9720001,0.044448853,12.19487
27/11:11:38:663,-0.9303436,0.0075531006,12.1853485
27/11:11:38:672,-0.9577179,-0.0019683838,12.163925
27/11:11:38:682,-0.983902,-0.015060425,12.165115
27/11:11:38:692,-0.96247864,-0.042434692,12.166306
27/11:11:38:702,-0.9410553,-0.0019683838,12.213913
27/11:11:38:712,-0.98509216,-0.023391724,12.178207
27/11:11:38:722,-0.9505768,-0.029342651,12.229385
27/11:11:38:738,-0.9720001,-0.0079193115,12.19606
27/11:11:38:743,-0.96961975,0.0027923584,12.216293
27/11:11:38:752,-0.97914124,-0.021011353,12.238907
27/11:11:38:763,-1.0243683,0.044448853,12.224625
27/11:11:38:775,-0.99461365,-0.0079193115,12.2174835
27/11:11:38:782,-0.96842957,0.0158844,12.19606
27/11:11:38:793,-0.983902,-0.018630981,12.190109
27/11:11:38:802,-1.0005646,0.033737183,12.216293
27/11:11:38:813,-0.9886627,-0.038864136,12.168686
27/11:11:38:822,-0.96247864,-0.038864136,12.175827
27/11:11:38:833,-0.9886627,-0.017440796,12.123459
27/11:11:38:844,-0.9160614,-0.013870239,12.206772
27/11:11:38:853,-0.9315338,-0.021011353,12.247238
27/11:11:38:864,-0.9470062,0.02897644,12.229385
27/11:11:38:873,-1.0124664,0.038497925,12.146072
27/11:11:38:887,-0.9636688,0.027786255,12.187729
27/11:11:38:894,-1.0017548,0.021835327,12.173447
27/11:11:38:903,-0.93629456,-0.011489868,12.1853485
27/11:11:38:914,-1.0207977,-0.036483765,12.210342
27/11:11:38:925,-0.8922577,0.07420349,12.173447
27/11:11:38:933,-0.9232025,-0.028152466,12.297226
27/11:11:38:944,-0.868454,0.059921265,12.2174835
27/11:11:38:954,-1.016037,-0.0745697,12.165115
27/11:11:38:964,-1.010086,0.014694214,12.142502
27/11:11:38:976,-1.0053253,-0.079330444,12.174637
27/11:11:38:984,-1.0838776,0.09324646,12.242477
27/11:11:38:995,-0.9565277,0.0016021729,12.203201
27/11:11:39:4,-1.0172272,-0.009109497,12.206772
27/11:11:39:15,-0.87202454,0.07658386,12.178207
27/11:11:39:27,-1.0065155,-0.079330444,12.2686615
27/11:11:39:35,-0.71372986,0.053970337,12.059189
27/11:11:39:46,-1.0553131,-0.034103394,12.338882
27/11:11:39:55,-0.9172516,0.1146698,12.241287
27/11:11:39:65,-1.112442,0.0051727295,12.181778
27/11:11:39:76,-1.0148468,0.049209595,12.134171
27/11:11:39:85,-1.0303192,-0.0019683838,12.274612
27/11:11:39:95,-0.9589081,0.045639038,12.178207
27/11:11:39:105,-1.0279388,0.045639038,12.19487
27/11:11:39:116,-0.8898773,-0.07575989,12.119888
27/11:11:39:132,-0.94343567,0.06468201,12.287704
27/11:11:39:136,-0.96009827,-0.09837341,12.186539
27/11:11:39:147,-0.9827118,0.07658386,12.299606
27/11:11:39:158,-1.029129,0.06468201,12.2174835
27/11:11:39:167,-0.94462585,0.036117554,12.103226
27/11:11:39:177,-0.99580383,-0.021011353,12.232956
27/11:11:39:185,-0.98628235,-0.06980896,12.174637
27/11:11:39:196,-1.2778778,0.11228943,12.340073
27/11:11:39:205,-0.67326355,0.06468201,11.978256
27/11:11:39:216,-1.1088715,-0.042434692,12.428146
27/11:11:39:228,-0.8982086,0.15275574,12.1210785
27/11:11:39:235,-1.080307,-0.015060425,12.19725
27/11:11:39:246,-0.96247864,-0.044815063,12.06871
27/11:11:39:256,-0.9660492,0.0051727295,12.265091
27/11:11:39:266,-1.0600739,-0.054336548,12.190109
27/11:11:39:277,-0.9422455,0.06944275,12.117508
27/11:11:39:286,-0.8434601,0.008743286,12.25795
27/11:11:39:296,-1.150528,0.011123657,12.3198395
27/11:11:39:306,-1.0279388,0.07182312,12.143692
27/11:11:39:316,-1.0624542,-0.07695007,12.166306
27/11:11:39:327,-1.010086,-0.025772095,12.25676
27/11:11:39:337,-1.0196075,0.07539368,12.19725
27/11:11:39:346,-1.0434113,0.0016021729,12.138931
27/11:11:39:359,-1.016037,0.036117554,12.19725
27/11:11:39:366,-1.0053253,0.017074585,12.166306
27/11:11:39:377,-0.9886627,-0.011489868,12.253189
